,Unnamed: 0,run,sentence,sentence_offset_runsconcatenated,sentence_offset_inrun,mentalizing_event,sentiment,sentence_preprocessed,Topic1,Topic2,Topic3,Topic4,Topic5,Dominant_topic
125,125,story2,"When Carmen came back from her afternoon break, she found that Maria had disappeared.",699,173,0,-0.0714285714285714,"['carmen', 'back', 'afternoon', 'break', 'found', 'maria', 'disappeared']",0.01,0.01,0.94,0.01,0.01,3
126,126,story2,"Concerned, she called for Alba.",702,176,0,-0.4,"['concerned', 'called', 'alba']",0.03,0.03,0.03,0.03,0.87,5
127,127,story2,"“Maria? She was taken away,” Alba said in cryptic Spanish.",707,181,1,0.0,"['maria', 'taken', 'away', 'alba', 'cryptic', 'spanish']",0.02,0.02,0.02,0.02,0.93,5
128,128,story2,"If Alba knew any more than that, she wouldn’t say.",710,184,1,0.0,"['alba', 'knew', 'say']",0.03,0.03,0.86,0.03,0.03,3
129,129,story2,"Carmen was baffled, and a little unsettled, but she had no choice but to accept it.",716,190,1,-0.0625,"['carmen', 'baffled', 'little', 'unsettled', 'choice', 'accept']",0.02,0.93,0.02,0.02,0.02,2
130,130,story2,"Though she was growing more comfortable in her new home, certain aspects of the culture were still quite mysterious to her.",723,197,0,0.1904761904761904,"['though', 'growing', 'comfortable', 'new', 'home', 'certain', 'aspect', 'culture', 'quite', 'mysterious']",0.01,0.01,0.96,0.01,0.01,3
131,131,story2,"The second week Carmen was there, there was a festival in the village.",728,202,0,0.0,"['second', 'week', 'carmen', 'festival', 'village']",0.02,0.92,0.02,0.02,0.02,2
132,132,story2,"The men made a huge bonfire, and the women cooked a delicious feast.",732,206,0,0.3076923076923077,"['men', 'huge', 'bonfire', 'woman', 'cooked', 'delicious', 'feast']",0.01,0.01,0.94,0.01,0.01,3
133,133,story2,"Some of the villagers played traditional music, and everyone danced late into the night.",737,211,0,0.0,"['villager', 'played', 'traditional', 'music', 'everyone', 'danced', 'late', 'night']",0.95,0.01,0.01,0.01,0.01,1
134,134,story2,Carmen thoroughly enjoyed herself.,740,214,0,0.5,"['carmen', 'thoroughly', 'enjoyed']",0.03,0.87,0.03,0.03,0.03,2
135,135,story2," At one point, Juan came to sit beside her.",744,218,0,0.0,"['one', 'point', 'juan', 'sit', 'beside']",0.02,0.02,0.92,0.02,0.02,3
136,136,story2,"“You know, everyone here is so grateful that you came such a long way to care for us,” he said, a look of genuine appreciation in his eyes.",752,226,0,0.25,"['know', 'everyone', 'grateful', 'long', 'care', 'u', 'look', 'genuine', 'appreciation', 'eye']",0.01,0.01,0.01,0.96,0.01,4
137,137,story2,“I don’t know what we’d do without you here.”,755,229,0,0.0,"['know', 'without']",0.05,0.8,0.05,0.05,0.05,2
138,138,story2,"Carmen smiled back, feeling pleased that she had taken a chance on this adventure.",760,234,0,0.7142857142857143,"['carmen', 'smiled', 'back', 'feeling', 'pleased', 'taken', 'chance', 'adventure']",0.01,0.01,0.01,0.95,0.01,4
139,139,story2,"Overall, Carmen was happy in the Amazon, but she still felt homesick from time to time.",767,241,0,0.0625,"['overall', 'carmen', 'happy', 'amazon', 'felt', 'homesick', 'time', 'time']",0.01,0.95,0.01,0.01,0.01,2
140,140,story2,"One morning, she discovered that if she hiked to the top of a small hill behind her hut, her cell phone picked up a weak signal.",775,249,0,0.0,"['one', 'morning', 'discovered', 'hiked', 'top', 'small', 'hill', 'behind', 'hut', 'cell', 'phone', 'picked', 'weak', 'signal']",0.01,0.01,0.01,0.01,0.97,5
141,141,story2,"She called Linda, a close friend at home.",778,252,0,0.125,"['called', 'linda', 'close', 'friend', 'home']",0.02,0.02,0.02,0.02,0.92,5
142,142,story2,"To Carmen’s delight, Linda picked up, and the two women talked for a long time.",783,257,0,0.2,"['carmen', 'delight', 'linda', 'picked', 'two', 'woman', 'talked', 'long', 'time']",0.96,0.01,0.01,0.01,0.01,1
143,143,story2,"Carmen told Linda all about the Amazon, even mentioning the patient with the strange fever.",788,262,0,-0.2,"['carmen', 'told', 'linda', 'amazon', 'even', 'mentioning', 'patient', 'strange', 'fever']",0.01,0.01,0.01,0.96,0.01,4
144,144,story2,"After they hung up, Carmen headed back down the hill, comforted by the conversation.",793,267,0,0.0,"['hung', 'carmen', 'headed', 'back', 'hill', 'comforted', 'conversation']",0.01,0.94,0.01,0.01,0.01,2
145,145,story2,"As she was settling in for an afternoon siesta, there was a knock on the door of her hut.",799,273,0,0.0,"['settling', 'afternoon', 'siesta', 'knock', 'door', 'hut']",0.93,0.02,0.02,0.02,0.02,1
146,146,story2,"“Come in!” she called, surprised.",802,276,0,0.0,"['called', 'surprised']",0.05,0.05,0.8,0.05,0.05,3
147,147,story2,The door swung open and Juan burst inside.,806,280,0,0.0,"['door', 'swung', 'open', 'juan', 'burst', 'inside']",0.02,0.93,0.02,0.02,0.02,2
148,148,story2,"“Dr Carmen, I am sorry to bother you like this, but there is an emergency,” he said.",811,285,1,-0.1764705882352941,"['dr', 'carmen', 'sorry', 'bother', 'emergency']",0.02,0.92,0.02,0.02,0.02,2
149,149,story2,“Some of my men have seen loggers working in a part of the rainforest that is strictly off-limits.,816,290,0,-0.0555555555555555,"['men', 'seen', 'logger', 'working', 'part', 'rainforest', 'strictly', 'limit']",0.01,0.01,0.01,0.95,0.01,4
150,150,story2,"We must contact the authorities to stop them right away, but our satellite phone is not working.",821,295,0,-0.2352941176470588,"['contact', 'authority', 'stop', 'right', 'away', 'satellite', 'phone', 'working']",0.01,0.01,0.01,0.95,0.01,4
151,151,story2,I need to take your cell phone.”,823,297,1,0.0,"['need', 'cell', 'phone']",0.03,0.03,0.03,0.03,0.87,5
152,152,story2," “Of course,” she said, flustered, handing over her cell phone and its solar-powered charger.",829,303,1,-0.1333333333333333,"['course', 'flustered', 'handing', 'cell', 'phone', 'solar', 'powered', 'charger']",0.01,0.01,0.01,0.95,0.01,4
153,153,story2,"“Thank you. We may need to keep it for a few days, so that we can monitor these criminals and continue to report where they are,” Juan said.",838,312,1,-0.0357142857142857,"['thank', 'need', 'keep', 'day', 'monitor', 'criminal', 'continue', 'report', 'juan']",0.01,0.96,0.01,0.01,0.01,2
154,154,story2,"“Take your time,” Carmen started to say, but Juan was already gone.",842,316,1,0.0,"['time', 'carmen', 'started', 'say', 'juan', 'already', 'gone']",0.01,0.94,0.01,0.01,0.01,2
155,155,story2,"The next day, a second patient with the strange fever came to see Carmen in the clinic.",850,324,0,-0.1764705882352941,"['next', 'day', 'second', 'patient', 'strange', 'fever', 'carmen', 'clinic']",0.01,0.95,0.01,0.01,0.01,2
156,156,story2,This time it was a young man that she recognized from the village.,854,328,0,0.0,"['time', 'young', 'man', 'recognized', 'village']",0.02,0.92,0.02,0.02,0.02,2
157,157,story2,"Along with the rash, this patient had a nasty, hacking cough.",858,332,0,-0.4545454545454545,"['along', 'rash', 'patient', 'nasty', 'hacking', 'cough']",0.02,0.93,0.02,0.02,0.02,2
158,158,story2,"He slept on one of the beds in the clinic, groaning and thrashing in what seemed to be nightmares.",864,338,0,-0.1052631578947368,"['slept', 'one', 'bed', 'clinic', 'groaning', 'thrashing', 'seemed', 'nightmare']",0.01,0.95,0.01,0.01,0.01,2
159,159,story2,"Carmen stayed with him late into the evening, then went to her hut for a couple hours’ rest.",870,344,0,0.0,"['carmen', 'stayed', 'late', 'evening', 'went', 'hut', 'couple', 'hour', 'rest']",0.01,0.01,0.01,0.01,0.96,5
160,160,story2,"At dawn, she returned to the clinic to find that he hadn’t made it through the night.",875,349,0,0.0,"['dawn', 'returned', 'clinic', 'find', 'night']",0.92,0.02,0.02,0.02,0.02,1
161,161,story2,"Traumatized and brokenhearted, Carmen ran to find his family.",879,353,0,0.0,"['traumatized', 'brokenhearted', 'carmen', 'ran', 'find', 'family']",0.02,0.02,0.93,0.02,0.02,3
162,162,story2,Four of the men from the village carried his body away.,883,357,0,0.0,"['four', 'men', 'village', 'carried', 'body', 'away']",0.02,0.93,0.02,0.02,0.02,2
163,163,story2,"Even though she knew that it was not her fault, that she had done the best she could, Carmen felt horribly guilty over the young man’s death.",892,366,0,-0.074074074074074,"['even', 'though', 'knew', 'fault', 'done', 'best', 'carmen', 'felt', 'horribly', 'guilty', 'young', 'man', 'death']",0.01,0.97,0.01,0.01,0.01,2
164,164,story2,"Just a few days later, Carmen saw her third patient with the strange fever.",899,373,0,-0.2142857142857142,"['day', 'later', 'carmen', 'saw', 'third', 'patient', 'strange', 'fever']",0.01,0.95,0.01,0.01,0.01,2
165,165,story2,"She recognized the man as Ramiro, a village leader and one of Juan’s close friends.",904,378,0,0.0,"['recognized', 'man', 'ramiro', 'village', 'leader', 'one', 'juan', 'close', 'friend']",0.01,0.01,0.01,0.96,0.01,4
166,166,story2,"Luckily, Ramiro didn’t seem to be as far along in the illness as the other patients she’d seen.",909,383,0,0.0555555555555555,"['luckily', 'ramiro', 'seem', 'far', 'along', 'illness', 'patient', 'seen']",0.01,0.95,0.01,0.01,0.01,2
167,167,story2,"His forehead was warm, but he didn’t yet have the rash or the hacking cough.",915,389,0,-0.0666666666666666,"['forehead', 'warm', 'yet', 'rash', 'hacking', 'cough']",0.02,0.02,0.93,0.02,0.02,3
168,168,story2,"Carmen began treating him with medication, lots of water, and some medicinal plants that Alba had brought her.",922,396,0,0.0,"['carmen', 'began', 'treating', 'medication', 'lot', 'water', 'medicinal', 'plant', 'alba', 'brought']",0.01,0.01,0.01,0.96,0.01,4
169,169,story2,Carmen tended to Ramiro round the clock for two days.,925,399,0,0.0,"['carmen', 'tended', 'ramiro', 'round', 'clock', 'two', 'day']",0.01,0.01,0.94,0.01,0.01,3
170,170,story2,"Finally, his fever went down.",928,402,0,-0.4,"['finally', 'fever', 'went']",0.03,0.03,0.03,0.87,0.03,4
171,171,story2,"On the day Ramiro was released from the clinic, his entire family came to show their gratitude, showering Carmen with gifts.",937,411,0,0.0,"['day', 'ramiro', 'released', 'clinic', 'entire', 'family', 'show', 'gratitude', 'showering', 'carmen', 'gift']",0.01,0.96,0.01,0.01,0.01,2
172,172,story2,"She was embarrassed at the attention, but also thrilled and proud to have cured the man.",943,417,0,0.3125,"['embarrassed', 'attention', 'thrilled', 'proud', 'cured', 'man']",0.02,0.02,0.93,0.02,0.02,3
173,173,story2,These were the moments that reminded her why she had become a doctor in the first place.,947,421,0,0.0,"['moment', 'reminded', 'doctor', 'first', 'place']",0.02,0.92,0.02,0.02,0.02,2
174,174,story2,"When Juan himself came to personally thank her for curing his friend, Carmen thought she noticed tears in his eyes.",955,429,0,0.05,"['juan', 'personally', 'thank', 'curing', 'friend', 'carmen', 'thought', 'noticed', 'tear', 'eye']",0.01,0.01,0.01,0.01,0.96,5
175,175,story2,"“Here, we would like you to have this,” Juan said, handing her a small package wrapped in leaves and twine.",962,436,0,0.1,"['juan', 'handing', 'small', 'package', 'wrapped', 'leaf', 'twine']",0.94,0.01,0.01,0.01,0.01,1
176,176,story2,Carmen opened it carefully.,964,438,0,0.5,"['carmen', 'opened', 'carefully']",0.03,0.87,0.03,0.03,0.03,2
177,177,story2,Inside was a delicate handmade necklace.,968,442,0,0.0,"['inside', 'delicate', 'handmade', 'necklace']",0.03,0.03,0.03,0.9,0.03,4
178,178,story2,"It was beautiful, and Carmen was touched.",971,445,0,0.4285714285714285,"['beautiful', 'carmen', 'touched']",0.03,0.87,0.03,0.03,0.03,2
179,179,story2,She felt she had truly become part of her new community.,974,448,0,0.0,"['felt', 'truly', 'part', 'new', 'community']",0.02,0.02,0.92,0.02,0.02,3
180,180,story3,Another week went by.,982,4,0,0.0,"['week', 'went']",0.05,0.05,0.05,0.8,0.05,4
181,181,story3,Carmen noticed a change in the weather:,985,7,0,0.0,"['carmen', 'noticed', 'change', 'weather']",0.03,0.9,0.03,0.03,0.03,2
182,182,story3,"The sky was overcast, and the air was even more humid now.",989,11,0,0.0,"['sky', 'overcast', 'air', 'even', 'humid']",0.02,0.92,0.02,0.02,0.02,2
183,183,story3,"According to Alba, it was the start of the rainy season.",994,16,0,-0.0909090909090909,"['according', 'alba', 'start', 'rainy', 'season']",0.92,0.02,0.02,0.02,0.02,1
184,184,story3,But Carmen didn’t mind.,996,18,0,0.0,"['carmen', 'mind']",0.05,0.8,0.05,0.05,0.05,2
185,185,story3,She was enjoying the time spent with Alba more and more.,999,21,0,0.1818181818181818,"['enjoying', 'time', 'spent', 'alba']",0.9,0.03,0.03,0.03,0.03,1
186,186,story3,She had even begun teaching the girl to read.,1003,25,0,0.0,"['even', 'begun', 'teaching', 'girl', 'read']",0.02,0.02,0.02,0.92,0.02,4
187,187,story3,"Carmen thought that if she ever had a daughter, she’d like her to be like Alba.",1008,30,0,0.25,"['carmen', 'thought', 'ever', 'daughter', 'alba']",0.02,0.92,0.02,0.02,0.02,2
188,188,story3,Carmen felt frustrated that she was unable to do more for the victims of this fever.,1014,36,0,-0.5625,"['carmen', 'felt', 'frustrated', 'unable', 'victim', 'fever']",0.02,0.02,0.93,0.02,0.02,3
189,189,story3,"So far one of her patients had recovered, but one had died, and it was impossible to know what had happened to Maria.",1021,43,0,-0.1304347826086956,"['far', 'one', 'patient', 'recovered', 'one', 'died', 'impossible', 'know', 'happened', 'maria']",0.01,0.96,0.01,0.01,0.01,2
190,190,story3,"She racked her brain for medicines that might help, and wrote out a list to give to Juan.",1027,49,0,0.1111111111111111,"['racked', 'brain', 'medicine', 'help', 'wrote', 'list', 'juan']",0.01,0.01,0.01,0.01,0.94,5
191,191,story3,"He still had not returned her cell phone, but Carmen didn’t want to pressure him.",1032,54,0,0.0,"['returned', 'cell', 'phone', 'carmen', 'pressure']",0.02,0.02,0.02,0.02,0.92,5
192,192,story3,"The following morning on her walk to the clinic, Carmen spotted Juan in the center of the village, conversing with his group of leaders.",1041,63,1,0.0,"['following', 'morning', 'walk', 'clinic', 'carmen', 'spotted', 'juan', 'center', 'village', 'conversing', 'group', 'leader']",0.01,0.01,0.01,0.97,0.01,4
193,193,story3,"As she walked over to them, the men suddenly stopped talking, giving Carmen the feeling that she had interrupted something important.",1049,71,1,0.0,"['walked', 'men', 'suddenly', 'stopped', 'talking', 'giving', 'carmen', 'feeling', 'interrupted', 'something', 'important']",0.01,0.96,0.01,0.01,0.01,2
194,194,story3,"When Carmen gave Juan her list of medicines, he told her he’d put in the order right away.",1055,77,1,0.0,"['carmen', 'gave', 'juan', 'list', 'medicine', 'told', 'put', 'order', 'right', 'away']",0.96,0.01,0.01,0.01,0.01,1
195,195,story3,But then Carmen remembered that replacement shipment Juan promised had never arrived.,1061,83,1,0.0833333333333333,"['carmen', 'remembered', 'replacement', 'shipment', 'juan', 'promised', 'arrived']",0.01,0.01,0.01,0.94,0.01,4
196,196,story3,"That night in her hut, Carmen continued to turn things over in her mind.",1067,89,0,0.0,"['night', 'hut', 'carmen', 'continued', 'turn', 'thing', 'mind']",0.01,0.01,0.94,0.01,0.01,3
197,197,story3,What if this was an unknown disease?,1069,91,0,-0.1428571428571428,"['unknown', 'disease']",0.05,0.05,0.05,0.8,0.05,4
198,198,story3,It didn’t seem like any of the tropical fevers she was familiar with.,1075,97,0,0.1538461538461538,"['seem', 'tropical', 'fever', 'familiar']",0.03,0.03,0.9,0.03,0.03,3
199,199,story3,"At times, Carmen felt like there was something the villagers weren’t telling her.",1080,102,1,0.1538461538461538,"['time', 'carmen', 'felt', 'something', 'villager', 'telling']",0.02,0.93,0.02,0.02,0.02,2
200,200,story3,Did they know more about the disease than they were letting on?,1083,105,1,-0.0833333333333333,"['know', 'disease', 'letting']",0.87,0.03,0.03,0.03,0.03,1
201,201,story3,Did they think that having a foreigner come and see what was happening—or maybe even get sick herself—was the only way to get medical help?,1092,114,1,0.0,"['think', 'foreigner', 'happening', 'maybe', 'even', 'sick', 'medical', 'help']",0.01,0.01,0.95,0.01,0.01,3
202,202,story3,"But Carmen quickly put the idea out of her head, ashamed at herself for being so distrustful.",1098,120,1,-0.2941176470588235,"['carmen', 'quickly', 'put', 'idea', 'head', 'ashamed', 'distrustful']",0.94,0.01,0.01,0.01,0.01,1
203,203,story3,Juan and the villagers had been so welcoming.,1101,123,1,0.0,"['juan', 'villager', 'welcoming']",0.03,0.03,0.03,0.86,0.03,4
204,204,story3,"There was no reason to think that they had known about the fever before she came, and besides, Dr Torreson hadn’t mentioned anything about it in his email.",1111,133,1,-0.1071428571428571,"['reason', 'think', 'known', 'fever', 'besides', 'dr', 'torreson', 'mentioned', 'anything', 'email']",0.01,0.01,0.01,0.01,0.96,5
205,205,story3,"Lost in her thoughts, Carmen suddenly realized that Alba hadn’t come by that evening.",1118,140,0,-0.2142857142857142,"['lost', 'thought', 'carmen', 'suddenly', 'realized', 'alba', 'evening']",0.01,0.01,0.94,0.01,0.01,3
206,206,story3,"Carmen reasoned that the girl was probably helping her family prepare for the rainy season, although she missed her company.",1125,147,0,-0.05,"['carmen', 'reasoned', 'girl', 'probably', 'helping', 'family', 'prepare', 'rainy', 'season', 'although', 'missed', 'company']",0.01,0.01,0.01,0.01,0.97,5
207,207,story3,"Alba didn’t come the next morning at breakfast, either.",1130,152,0,0.0,"['alba', 'next', 'morning', 'breakfast']",0.9,0.03,0.03,0.03,0.03,1
208,208,story3,Carmen spent the day in the clinic and returned home in the evening to wait for the girl.,1135,157,0,0.0,"['carmen', 'spent', 'day', 'clinic', 'returned', 'home', 'evening', 'wait', 'girl']",0.01,0.01,0.01,0.01,0.96,5
209,209,story3,Hours passed with no sign of Alba.,1137,159,0,-0.1428571428571428,"['hour', 'passed', 'sign', 'alba']",0.03,0.9,0.03,0.03,0.03,2
210,210,story3,"Worried and lonely, Carmen decided to go check on her.",1141,163,0,-0.5,"['worried', 'lonely', 'carmen', 'decided', 'go', 'check']",0.02,0.02,0.02,0.02,0.93,5
211,211,story3,"Carmen had never been inside Alba’s family’s hut, though she knew which one it was.",1147,169,0,0.0,"['carmen', 'inside', 'alba', 'family', 'hut', 'though', 'knew', 'one']",0.01,0.01,0.01,0.01,0.95,5
212,212,story3,"Carmen crossed the clearing carefully, avoiding the slippery patches of mud left by the rain.",1153,175,0,0.1333333333333333,"['carmen', 'crossed', 'clearing', 'carefully', 'avoiding', 'slippery', 'patch', 'mud', 'left', 'rain']",0.01,0.01,0.01,0.96,0.01,4
213,213,story3,"She knocked once, twice, three times; no answer.",1158,180,0,-0.125,"['knocked', 'twice', 'three', 'time', 'answer']",0.02,0.02,0.02,0.92,0.02,4
214,214,story3,"Not wanting to invade the family’s privacy, she almost walked away.",1163,185,0,0.0,"['wanting', 'invade', 'family', 'privacy', 'almost', 'walked', 'away']",0.01,0.94,0.01,0.01,0.01,2
215,215,story3,"But concern and curiosity got the better of her, and she pushed open the door.",1169,191,0,0.1333333333333333,"['concern', 'curiosity', 'better', 'pushed', 'open', 'door']",0.02,0.93,0.02,0.02,0.02,2
216,216,story3,Carmen was horrified by what she saw inside.,1172,194,0,-0.375,"['carmen', 'horrified', 'saw', 'inside']",0.03,0.9,0.03,0.03,0.03,2
217,217,story3,"Alba lay on the ground, coughing and flailing.",1176,198,0,0.0,"['alba', 'lay', 'ground', 'coughing', 'flailing']",0.02,0.02,0.92,0.02,0.02,3
218,218,story3,"A woman and a man were bent over her, trying to get her to drink.",1180,202,0,0.0,"['woman', 'man', 'bent', 'trying', 'drink']",0.02,0.02,0.02,0.92,0.02,4
219,219,story3,"Alba’s shirt was off, and by the light of the fire, Carmen could see the telltale rash across her chest.",1188,210,0,-0.2,"['alba', 'shirt', 'light', 'fire', 'carmen', 'telltale', 'rash', 'chest']",0.01,0.01,0.01,0.01,0.95,5
220,220,story3,"Carmen gasped, and the man looked up at her.",1191,213,0,0.0,"['carmen', 'gasped', 'man', 'looked']",0.9,0.03,0.03,0.03,0.03,1
221,221,story3,"She was shocked to see that it was Juan, and his eyes were filled with tears.",1196,218,0,-0.25,"['shocked', 'juan', 'eye', 'filled', 'tear']",0.02,0.02,0.02,0.92,0.02,4
222,222,story3,“Alba… Alba is your daughter?” Carmen said in shock.,1202,224,1,-0.2222222222222222,"['alba', 'alba', 'daughter', 'carmen', 'shock']",0.02,0.02,0.02,0.92,0.02,4
223,223,story3,How could she not have known?,1205,227,1,0.0,['known'],0.1,0.1,0.1,0.1,0.6,5
224,224,story3,"Juan nodded, a desperate look in his eyes.",1208,230,1,-0.375,"['juan', 'nodded', 'desperate', 'look', 'eye']",0.02,0.02,0.92,0.02,0.02,3
225,225,story3,"“I’ll be right back,” she said, intending to sprint to the clinic to retrieve the last of her anti-fever medication.",1215,237,0,-0.15,"['right', 'back', 'intending', 'sprint', 'clinic', 'retrieve', 'last', 'anti', 'fever', 'medication']",0.01,0.01,0.96,0.01,0.01,3
226,226,story3,"As she turned to leave, she saw her cell phone sitting on a table near the door, and grabbed it on instinct.",1222,244,0,-0.0454545454545454,"['turned', 'leave', 'saw', 'cell', 'phone', 'sitting', 'table', 'near', 'door', 'grabbed', 'instinct']",0.96,0.01,0.01,0.01,0.01,1
227,227,story3,She looked behind her but Juan had already turned his attention back to Alba.,1228,250,0,0.0,"['looked', 'behind', 'juan', 'already', 'turned', 'attention', 'back', 'alba']",0.01,0.01,0.01,0.95,0.01,4
228,228,story3,Carmen didn’t go straight to the clinic.,1231,253,0,0.1428571428571428,"['carmen', 'go', 'straight', 'clinic']",0.9,0.03,0.03,0.03,0.03,1
229,229,story3,"On a whim, she took a lantern and set off down the path that led to the river.",1236,258,0,0.0,"['whim', 'took', 'lantern', 'set', 'path', 'led', 'river']",0.01,0.01,0.01,0.01,0.94,5
230,230,story3,"Arriving at the shore out of breath, she sat on a rock and stared out at the muddy water.",1243,265,0,-0.1052631578947368,"['arriving', 'shore', 'breath', 'sat', 'rock', 'stared', 'muddy', 'water']",0.01,0.01,0.01,0.95,0.01,4
231,231,story3,"Carmen wildly hoped that a boat would pass by, but none did.",1247,269,0,0.0,"['carmen', 'wildly', 'hoped', 'boat', 'pas', 'none']",0.02,0.02,0.02,0.93,0.02,4
232,232,story3,It dawned on her just how isolated she was.,1251,273,0,-0.1111111111111111,"['dawned', 'isolated']",0.05,0.05,0.8,0.05,0.05,3
233,233,story3,How long had Alba been sick?,1254,276,1,-0.3333333333333333,"['long', 'alba', 'sick']",0.87,0.03,0.03,0.03,0.03,1
234,234,story3,Why hadn’t she told Carmen?,1256,278,1,0.0,"['told', 'carmen']",0.05,0.8,0.05,0.05,0.05,2
235,235,story3,"With a jolt, Carmen thought about Alba’s hands preparing her breakfast, folding her clothes, making the bed.",1263,285,1,0.0,"['jolt', 'carmen', 'thought', 'alba', 'hand', 'preparing', 'breakfast', 'folding', 'clothes', 'bed']",0.96,0.01,0.01,0.01,0.01,1
236,236,story3,Was the fever contagious?,1265,287,1,-0.75,"['fever', 'contagious']",0.05,0.05,0.05,0.8,0.05,4
237,237,story3,What if Carmen already been infected?,1268,290,1,-0.3333333333333333,"['carmen', 'already', 'infected']",0.03,0.87,0.03,0.03,0.03,2
238,238,story3,"Carmen turned the cell phone over in her hands, trying not to panic.",1275,297,0,-0.2307692307692307,"['carmen', 'turned', 'cell', 'phone', 'hand', 'trying', 'panic']",0.01,0.94,0.01,0.01,0.01,2
239,239,story3,She was completely torn.,1277,299,0,-0.5,"['completely', 'torn']",0.05,0.05,0.05,0.8,0.05,4
240,240,story3,"Part of her felt anxious and scared, and wanted to leave right away.",1282,304,0,-0.3846153846153846,"['part', 'felt', 'anxious', 'scared', 'wanted', 'leave', 'right', 'away']",0.01,0.01,0.95,0.01,0.01,3
241,241,story3,"But another part of her felt wracked with guilt to think about leaving the villagers, especially Alba, in this predicament.",1289,311,0,-0.15,"['part', 'felt', 'wracked', 'guilt', 'think', 'leaving', 'villager', 'alba', 'predicament']",0.01,0.01,0.01,0.01,0.95,5
242,242,story3,"Carmen pictured Alba’s wide, trusting eyes;",1293,315,0,0.0,"['carmen', 'pictured', 'alba', 'wide', 'trusting', 'eye']",0.02,0.93,0.02,0.02,0.02,2
243,243,story3,"If she left now, the decision would haunt her for a long time.",1297,319,0,-0.0769230769230769,"['left', 'decision', 'haunt', 'long', 'time']",0.92,0.02,0.02,0.02,0.02,1
244,244,story3,"On the other hand, she wasn’t even sure if the disease could be treated, and she could be risking her life if she stayed.",1305,327,0,-0.0416666666666666,"['hand', 'even', 'sure', 'disease', 'treated', 'risking', 'life', 'stayed']",0.01,0.01,0.01,0.01,0.95,5
245,245,story3,What was she going to do?,1307,329,0,0.0,['going'],0.6,0.1,0.1,0.1,0.1,1
